C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_439.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_439.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_439.jpg, 0, 0, 0, 7.894421E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_540.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_540.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_540.jpg, 0, 0, 0, 7.761561E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_642.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_642.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_642.jpg, 0, 0, 0, 8.395427E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_742.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_742.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_742.jpg, 0, 0, 0, 8.191536E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_845.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_845.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_845.jpg, 0, 0, 0, 7.783413E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_58_947.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_58_947.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_58_947.jpg, 0, 0, 0, 7.869481E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_59_048.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_59_048.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_59_048.jpg, 0, 0, 0, 7.769962E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_59_148.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_59_148.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_59_148.jpg, 0, 0, 0, 7.937096E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_59_250.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_59_250.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_59_250.jpg, 0, 0, 0, 7.855154E-05
C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\center_2021_12_31_13_47_59_351.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\left_2021_12_31_13_47_59_351.jpg, C:\Users\jadha\Desktop\Udemy SDC\simulator-windows-64\Driving_Data\IMG\right_2021_12_31_13_47_59_351.jpg, 0, 0.1544709, 0, 0.07997554
